time,voltage
0,0.98
1,0.979862557267805
2,0.9794502290712203
3,0.9787630154102457
4,0.9778009162848813
5,0.976563931695127
6,0.9750520616409829
7,0.973265306122449
8,0.9712036651395252
9,0.9688671386922115
10,0.9662557267805081
11,0.9633694294044148
12,0.9602082465639317
13,0.9567721782590587
14,0.9530612244897959
15,0.9490753852561432
16,0.9448146605581008
17,0.9402790503956685
18,0.9354685547688463
19,0.9303831736776343
20,0.9250229071220325
21,0.9193877551020408
22,0.9134777176176593
23,0.9072927946688879
24,0.9008329862557267
25,0.8940982923781757
26,0.8870887130362348
27,0.8798042482299042
28,0.8722448979591837
29,0.8644106622240733
30,0.8563015410245731
31,0.8479175343606831
32,0.8392586422324032
33,0.8303248646397334
34,0.8211162015826738
35,0.8116326530612245
36,0.8018742190753853
37,0.7918408996251562
38,0.7815326947105372
39,0.7709496043315285
40,0.7600916284881298
41,0.7489587671803415
42,0.7375510204081632
43,0.7258683881715952
44,0.7139108704706372
45,0.7016784673052894
46,0.6891711786755518
47,0.6763890045814244
48,0.6633319450229072
49,0.6499999999999999
