time,voltage
0,0.98
1,0.973265306122449
2,0.9665306122448979
3,0.9597959183673469
4,0.9530612244897959
5,0.9463265306122449
6,0.9395918367346938
7,0.9328571428571428
8,0.9261224489795918
9,0.9193877551020408
10,0.9126530612244897
11,0.9059183673469388
12,0.8991836734693878
13,0.8924489795918367
14,0.8857142857142857
15,0.8789795918367347
16,0.8722448979591837
17,0.8655102040816327
18,0.8587755102040816
19,0.8520408163265306
20,0.8453061224489796
21,0.8385714285714285
22,0.8318367346938775
23,0.8251020408163265
24,0.8183673469387756
25,0.8116326530612245
26,0.8048979591836735
27,0.7981632653061225
28,0.7914285714285714
29,0.7846938775510204
30,0.7779591836734694
31,0.7712244897959184
32,0.7644897959183674
33,0.7577551020408163
34,0.7510204081632653
35,0.7442857142857143
36,0.7375510204081632
37,0.7308163265306122
38,0.7240816326530612
39,0.7173469387755103
40,0.7106122448979593
41,0.7038775510204082
42,0.6971428571428572
43,0.6904081632653061
44,0.6836734693877551
45,0.6769387755102041
46,0.6702040816326531
47,0.6634693877551021
48,0.656734693877551
49,0.65
